Temperature (C) ,Pressure_kpa,Cloud Cover (%),Wind Direction (deg),Wind Speed (kmh),Time,,,,
13.72188622,1011,6,59,7,2020-12-12 05:00:00,,,,
13.72188622,1012,6,65,8,2020-12-12 06:00:00,,,,
13.72188622,1012,6,67,7,2020-12-12 07:00:00,,,,
13.72188622,1013,6,69,7,2020-12-12 08:00:00,,,,
15.72188622,1014,6,71,6,2020-12-12 09:00:00,,,,
15.72188622,1014,6,97,6,2020-12-12 10:00:00,,,,
17.72188622,1013,6,123,6,2020-12-12 11:00:00,,,,
19.72188622,1013,6,148,5,2020-12-12 12:00:00,,,,
17.72188622,1012,6,198,8,2020-12-12 13:00:00,,,,
17.72188622,1012,6,248,10,2020-12-12 14:00:00,,,,
17.72188622,1011,6,297,12,2020-12-12 15:00:00,,,,
17.72188622,1011,6,306,13,2020-12-12 16:00:00,,,,
17.72188622,1012,6,314,13,2020-12-12 17:00:00,,,,
15.72188622,1012,6,323,14,2020-12-12 18:00:00,,,,
15.72188622,1012,6,291,13,2020-12-12 19:00:00,,,,
15.72188622,1013,6,259,12,2020-12-12 20:00:00,,,,
15.72188622,1013,6,227,12,2020-12-12 21:00:00,,,,
15.72188622,1013,6,157,10,2020-12-12 22:00:00,,,,
15.72188622,1013,5,87,9,2020-12-12 23:00:00,,,,
15.72188622,1013,5,16,8,2020-12-13 00:00:00,,,,
15.72188622,1013,5,15,7,2020-12-13 01:00:00,,,,
15.72188622,1012,5,14,7,2020-12-13 02:00:00,,,,
15.72188622,1012,4,13,7,2020-12-13 03:00:00,,,,
13.72188622,1012,5,17,8,2020-12-13 04:00:00,,,,
13.72188622,1012,5,21,8,2020-12-13 05:00:00,,,,
13.72188622,1012,5,25,8,2020-12-13 06:00:00,,,,
13.72188622,1013,5,62,8,2020-12-13 07:00:00,,,,
13.72188622,1013,5,99,7,2020-12-13 08:00:00,,,,
15.72188622,1014,6,136,6,2020-12-13 09:00:00,,,,
15.72188622,1013,5,199,8,2020-12-13 10:00:00,,,,
15.72188622,1013,5,263,9,2020-12-13 11:00:00,,,,
17.72188622,1013,5,326,11,2020-12-13 12:00:00,,,,
17.72188622,1012,5,323,14,2020-12-13 13:00:00,,,,
15.72188622,1011,5,321,17,2020-12-13 14:00:00,,,,
15.72188622,1010,5,318,20,2020-12-13 15:00:00,,,,
13.72188622,1010,4,322,20,2020-12-13 16:00:00,,,,
13.72188622,1011,4,327,21,2020-12-13 17:00:00,,,,
11.72188622,1011,3,332,21,2020-12-13 18:00:00,,,,
9.721886217,1011,2,299,19,2020-12-13 19:00:00,,,,
9.721886217,1012,1,265,17,2020-12-13 20:00:00,,,,
7.721886217,1012,0,232,15,2020-12-13 21:00:00,,,,
5.721886217,1012,0,196,14,2020-12-13 22:00:00,,,,
5.721886217,1012,0,160,13,2020-12-13 23:00:00,,,,
5.721886217,1012,0,124,12,2020-12-14 00:00:00,,,,
7.721886217,1012,0,161,14,2020-12-14 01:00:00,,,,
9.721886217,1012,0,198,16,2020-12-14 02:00:00,,,,
11.72188622,1011,0,236,19,2020-12-14 03:00:00,,,,
9.721886217,1012,0,162,19,2020-12-14 04:00:00,,,,
9.721886217,1012,0,88,19,2020-12-14 05:00:00,,,,
7.721886217,1012,0,15,19,2020-12-14 06:00:00,,,,
7.721886217,1013,0,14,19,2020-12-14 07:00:00,,,,
9.721886217,1013,0,13,18,2020-12-14 08:00:00,,,,
9.721886217,1014,0,13,17,2020-12-14 09:00:00,,,,
11.72188622,1013,0,47,17,2020-12-14 10:00:00,,,,
11.72188622,1013,0,81,17,2020-12-14 11:00:00,,,,
13.72188622,1013,0,115,17,2020-12-14 12:00:00,,,,
13.72188622,1012,0,188,20,2020-12-14 13:00:00,,,,
13.72188622,1011,0,260,22,2020-12-14 14:00:00,,,,
13.72188622,1011,0,333,24,2020-12-14 15:00:00,,,,
13.72188622,1011,0,337,25,2020-12-14 16:00:00,,,,
11.72188622,1011,0,340,25,2020-12-14 17:00:00,,,,
11.72188622,1011,0,343,26,2020-12-14 18:00:00,,,,
9.721886217,1011,0,308,24,2020-12-14 19:00:00,,,,
7.721886217,1012,0,273,22,2020-12-14 20:00:00,,,,
7.721886217,1012,0,238,21,2020-12-14 21:00:00,,,,
5.721886217,1012,0,161,19,2020-12-14 22:00:00,,,,
3.721886217,1012,1,85,17,2020-12-14 23:00:00,,,,
1.721886217,1012,1,9,16,2020-12-15 00:00:00,,,,
3.721886217,1012,2,12,15,2020-12-15 01:00:00,,,,
5.721886217,1011,3,14,14,2020-12-15 02:00:00,,,,
7.721886217,1011,4,17,13,2020-12-15 03:00:00,,,,
7.721886217,1011,4,19,12,2020-12-15 04:00:00,,,,
7.721886217,1011,3,21,11,2020-12-15 05:00:00,,,,
9.721886217,1011,3,23,10,2020-12-15 06:00:00,,,,
9.721886217,1012,2,19,10,2020-12-15 07:00:00,,,,
11.72188622,1012,2,16,10,2020-12-15 08:00:00,,,,
11.72188622,1013,2,13,9,2020-12-15 09:00:00,,,,
13.72188622,1012,2,44,10,2020-12-15 10:00:00,,,,
13.72188622,1012,2,75,10,2020-12-15 11:00:00,,,,
15.72188622,1012,2,106,10,2020-12-15 12:00:00,,,,
15.72188622,1011,2,176,13,2020-12-15 13:00:00,,,,
13.72188622,1011,2,247,16,2020-12-15 14:00:00,,,,
13.72188622,1010,2,317,18,2020-12-15 15:00:00,,,,
13.72188622,1010,2,324,19,2020-12-15 16:00:00,,,,
11.72188622,1010,1,330,19,2020-12-15 17:00:00,,,,
11.72188622,1011,1,336,19,2020-12-15 18:00:00,,,,
7.721886217,1011,1,304,18,2020-12-15 19:00:00,,,,
5.721886217,1011,0,272,16,2020-12-15 20:00:00,,,,
3.721886217,1012,0,241,15,2020-12-15 21:00:00,,,,
3.721886217,1012,0,166,14,2020-12-15 22:00:00,,,,
1.721886217,1012,1,91,12,2020-12-15 23:00:00,,,,
1.721886217,1012,1,17,11,2020-12-16 00:00:00,,,,
3.721886217,1012,2,16,12,2020-12-16 01:00:00,,,,
7.721886217,1011,2,16,13,2020-12-16 02:00:00,,,,
9.721886217,1011,3,15,13,2020-12-16 03:00:00,,,,
9.721886217,1011,3,19,12,2020-12-16 04:00:00,,,,
9.721886217,1011,3,23,12,2020-12-16 05:00:00,,,,
9.721886217,1012,3,27,11,2020-12-16 06:00:00,,,,
9.721886217,1012,3,28,10,2020-12-16 07:00:00,,,,
11.72188622,1013,3,29,9,2020-12-16 08:00:00,,,,
11.72188622,1013,3,31,8,2020-12-16 09:00:00,,,,
13.72188622,1013,3,62,9,2020-12-16 10:00:00,,,,
15.72188622,1013,2,94,9,2020-12-16 11:00:00,,,,
17.72188622,1012,2,125,10,2020-12-16 12:00:00,,,,
15.72188622,1011,1,190,13,2020-12-16 13:00:00,,,,
15.72188622,1011,1,255,16,2020-12-16 14:00:00,,,,
15.72188622,1010,0,319,19,2020-12-16 15:00:00,,,,
13.72188622,1010,0,325,20,2020-12-16 16:00:00,,,,
11.72188622,1010,0,331,21,2020-12-16 17:00:00,,,,
9.721886217,1010,0,337,22,2020-12-16 18:00:00,,,,
5.721886217,1011,0,305,20,2020-12-16 19:00:00,,,,
3.721886217,1011,0,273,18,2020-12-16 20:00:00,,,,
-0.278113783,1012,1,242,17,2020-12-16 21:00:00,,,,
1.721886217,1012,1,168,15,2020-12-16 22:00:00,,,,
3.721886217,1012,2,94,13,2020-12-16 23:00:00,,,,
5.721886217,1012,2,21,11,2020-12-17 00:00:00,,,,
7.721886217,1011,3,22,11,2020-12-17 01:00:00,,,,
9.721886217,1011,3,23,11,2020-12-17 02:00:00,,,,
13.72188622,1011,3,24,10,2020-12-17 03:00:00,,,,
11.72188622,1011,3,32,10,2020-12-17 04:00:00,,,,
11.72188622,1011,3,39,10,2020-12-17 05:00:00,,,,
11.72188622,1012,3,47,10,2020-12-17 06:00:00,,,,
11.72188622,1012,3,57,11,2020-12-17 07:00:00,,,,
13.72188622,1013,3,68,12,2020-12-17 08:00:00,,,,
13.72188622,1013,3,78,13,2020-12-17 09:00:00,,,,
15.72188622,1013,3,102,12,2020-12-17 10:00:00,,,,
17.72188622,1013,3,125,12,2020-12-17 11:00:00,,,,
19.72188622,1012,3,148,12,2020-12-17 12:00:00,,,,
19.72188622,1011,3,181,12,2020-12-17 13:00:00,,,,
21.72188622,1011,4,214,12,2020-12-17 14:00:00,,,,
21.72188622,1010,4,247,13,2020-12-17 15:00:00,,,,
19.72188622,1010,4,268,14,2020-12-17 16:00:00,,,,
17.72188622,1010,4,288,15,2020-12-17 17:00:00,,,,
15.72188622,1010,5,308,17,2020-12-17 18:00:00,,,,
15.72188622,1011,5,284,15,2020-12-17 19:00:00,,,,
15.72188622,1011,6,260,13,2020-12-17 20:00:00,,,,
15.72188622,1012,6,236,11,2020-12-17 21:00:00,,,,
13.72188622,1012,8,164,10,2020-12-17 22:00:00,,,,
13.72188622,1012,9,91,9,2020-12-17 23:00:00,,,,
,,,,,,,,,
11.72188622,1011,13,20,9,2020-12-18 01:00:00,,,,
11.72188622,1011,14,21,9,2020-12-18 02:00:00,,,,
11.72188622,1011,16,22,9,2020-12-18 03:00:00,,,,
11.72188622,1011,17,29,9,2020-12-18 04:00:00,,,,
11.72188622,1011,17,36,9,2020-12-18 05:00:00,,,,
11.72188622,1011,18,42,9,2020-12-18 06:00:00,,,,
11.72188622,1012,18,58,8,2020-12-18 07:00:00,,,,
13.72188622,1012,18,73,6,2020-12-18 08:00:00,,,,
13.72188622,1013,18,89,5,2020-12-18 09:00:00,,,,
15.72188622,1013,18,122,6,2020-12-18 10:00:00,,,,
15.72188622,1012,17,154,6,2020-12-18 11:00:00,,,,
17.72188622,1012,17,187,6,2020-12-18 12:00:00,,,,
17.72188622,1011,17,217,9,2020-12-18 13:00:00,,,,
17.72188622,1011,16,248,11,2020-12-18 14:00:00,,,,
15.72188622,1010,16,278,14,2020-12-18 15:00:00,,,,
15.72188622,1010,17,292,13,2020-12-18 16:00:00,,,,
15.72188622,1011,18,306,13,2020-12-18 17:00:00,,,,
13.72188622,1011,19,320,13,2020-12-18 18:00:00,,,,
13.72188622,1011,22,329,12,2020-12-18 19:00:00,,,,
13.72188622,1012,24,338,10,2020-12-18 20:00:00,,,,
13.72188622,1012,26,347,9,2020-12-18 21:00:00,,,,
13.72188622,1012,31,346,9,2020-12-18 22:00:00,,,,
11.72188622,1012,37,345,10,2020-12-18 23:00:00,,,,
11.72188622,1012,42,344,10,2020-12-19 00:00:00,,,,
11.72188622,1012,54,309,11,2020-12-19 01:00:00,,,,
11.72188622,1011,66,274,12,2020-12-19 02:00:00,,,,
11.72188622,1011,79,240,13,2020-12-19 03:00:00,,,,
11.72188622,1011,73,168,11,2020-12-19 04:00:00,,,,
11.72188622,1011,67,96,9,2020-12-19 05:00:00,,,,
11.72188622,1012,61,24,8,2020-12-19 06:00:00,,,,
11.72188622,1012,50,57,7,2020-12-19 07:00:00,,,,
11.72188622,1013,39,90,6,2020-12-19 08:00:00,,,,
11.72188622,1013,29,123,5,2020-12-19 09:00:00,,,,
13.72188622,1013,27,186,6,2020-12-19 10:00:00,,,,
13.72188622,1013,26,249,8,2020-12-19 11:00:00,,,,
15.72188622,1012,25,311,9,2020-12-19 12:00:00,,,,
13.72188622,1012,23,310,12,2020-12-19 13:00:00,,,,
13.72188622,1011,21,309,15,2020-12-19 14:00:00,,,,
13.72188622,1010,20,308,18,2020-12-19 15:00:00,,,,
11.72188622,1010,27,313,18,2020-12-19 16:00:00,,,,
11.72188622,1011,34,319,18,2020-12-19 17:00:00,,,,
11.72188622,1011,41,324,18,2020-12-19 18:00:00,,,,
11.72188622,1011,56,332,16,2020-12-19 19:00:00,,,,
9.721886217,1012,71,340,15,2020-12-19 20:00:00,,,,
9.721886217,1012,86,348,14,2020-12-19 21:00:00,,,,
7.721886217,1012,76,272,13,2020-12-19 22:00:00,,,,
5.721886217,1012,67,195,11,2020-12-19 23:00:00,,,,
3.721886217,1012,57,119,10,2020-12-20 00:00:00,,,,
5.721886217,1011,43,157,10,2020-12-20 01:00:00,,,,
7.721886217,1011,28,195,11,2020-12-20 02:00:00,,,,
9.721886217,1011,14,232,12,2020-12-20 03:00:00,,,,
9.721886217,1011,12,157,11,2020-12-20 04:00:00,,,,
9.721886217,1011,10,82,11,2020-12-20 05:00:00,,,,
9.721886217,1011,8,7,10,2020-12-20 06:00:00,,,,
11.72188622,1012,7,44,10,2020-12-20 07:00:00,,,,
11.72188622,1012,6,80,9,2020-12-20 08:00:00,,,,
11.72188622,1013,6,117,8,2020-12-20 09:00:00,,,,
13.72188622,1012,6,185,9,2020-12-20 10:00:00,,,,
13.72188622,1012,7,253,10,2020-12-20 11:00:00,,,,
13.72188622,1012,8,321,10,2020-12-20 12:00:00,,,,
13.72188622,1011,8,317,13,2020-12-20 13:00:00,,,,
13.72188622,1010,9,312,15,2020-12-20 14:00:00,,,,
13.72188622,1009,9,307,18,2020-12-20 15:00:00,,,,
11.72188622,1009,9,313,18,2020-12-20 16:00:00,,,,
11.72188622,1009,9,318,19,2020-12-20 17:00:00,,,,
9.721886217,1009,9,324,20,2020-12-20 18:00:00,,,,
9.721886217,1010,8,291,18,2020-12-20 19:00:00,,,,
7.721886217,1010,8,258,16,2020-12-20 20:00:00,,,,
5.721886217,1011,7,226,14,2020-12-20 21:00:00,,,,
5.721886217,1011,12,153,13,2020-12-20 22:00:00,,,,
3.721886217,1011,17,80,12,2020-12-20 23:00:00,,,,
3.721886217,1011,23,7,10,2020-12-21 00:00:00,,,,
5.721886217,1011,35,46,10,2020-12-21 01:00:00,,,,
7.721886217,1010,48,85,10,2020-12-21 02:00:00,,,,
9.721886217,1010,61,124,10,2020-12-21 03:00:00,,,,
9.721886217,1010,59,163,11,2020-12-21 04:00:00,,,,
9.721886217,1010,56,201,11,2020-12-21 05:00:00,,,,
9.721886217,1011,54,239,11,2020-12-21 06:00:00,,,,
9.721886217,1011,43,166,9,2020-12-21 07:00:00,,,,
11.72188622,1012,31,92,7,2020-12-21 08:00:00,,,,
11.72188622,1012,20,18,6,2020-12-21 09:00:00,,,,
11.72188622,1012,19,51,6,2020-12-21 10:00:00,,,,
13.72188622,1011,17,83,6,2020-12-21 11:00:00,,,,
13.72188622,1011,16,116,6,2020-12-21 12:00:00,,,,
13.72188622,1010,16,176,10,2020-12-21 13:00:00,,,,
13.72188622,1010,16,236,14,2020-12-21 14:00:00,,,,
11.72188622,1009,16,296,18,2020-12-21 15:00:00,,,,
11.72188622,1009,16,305,19,2020-12-21 16:00:00,,,,
11.72188622,1010,16,315,19,2020-12-21 17:00:00,,,,
9.721886217,1010,16,324,20,2020-12-21 18:00:00,,,,
9.721886217,1010,21,332,18,2020-12-21 19:00:00,,,,
9.721886217,1011,26,340,16,2020-12-21 20:00:00,,,,
9.721886217,1012,31,348,14,2020-12-21 21:00:00,,,,
9.721886217,1012,48,310,13,2020-12-21 22:00:00,,,,
9.721886217,1012,65,272,12,2020-12-21 23:00:00,,,,
9.721886217,1012,81,234,11,2020-12-22 00:00:00,,,,
9.721886217,1011,82,159,11,2020-12-22 01:00:00,,,,
9.721886217,1011,82,85,10,2020-12-22 02:00:00,,,,
9.721886217,1011,82,10,10,2020-12-22 03:00:00,,,,
7.721886217,1011,77,11,10,2020-12-22 04:00:00,,,,
7.721886217,1011,72,11,9,2020-12-22 05:00:00,,,,
7.721886217,1011,67,11,9,2020-12-22 06:00:00,,,,
9.721886217,1012,58,48,9,2020-12-22 07:00:00,,,,
9.721886217,1012,50,84,9,2020-12-22 08:00:00,,,,
9.721886217,1013,41,121,9,2020-12-22 09:00:00,,,,
11.72188622,1013,37,195,10,2020-12-22 10:00:00,,,,
11.72188622,1012,33,269,11,2020-12-22 11:00:00,,,,
13.72188622,1012,29,343,12,2020-12-22 12:00:00,,,,
13.72188622,1011,27,334,14,2020-12-22 13:00:00,,,,
11.72188622,1011,25,325,17,2020-12-22 14:00:00,,,,
11.72188622,1010,23,316,19,2020-12-22 15:00:00,,,,
11.72188622,1010,22,321,20,2020-12-22 16:00:00,,,,
11.72188622,1010,22,326,20,2020-12-22 17:00:00,,,,
11.72188622,1011,22,331,21,2020-12-22 18:00:00,,,,
9.721886217,1011,23,300,20,2020-12-22 19:00:00,,,,
7.721886217,1012,24,268,19,2020-12-22 20:00:00,,,,
5.721886217,1012,26,236,18,2020-12-22 21:00:00,,,,
5.721886217,1012,25,161,16,2020-12-22 22:00:00,,,,
3.721886217,1012,24,85,14,2020-12-22 23:00:00,,,,
3.721886217,1012,23,9,13,2020-12-23 00:00:00,,,,
5.721886217,1012,24,9,13,2020-12-23 01:00:00,,,,
7.721886217,1011,24,9,14,2020-12-23 02:00:00,,,,
9.721886217,1011,25,8,15,2020-12-23 03:00:00,,,,
9.721886217,1011,24,8,16,2020-12-23 04:00:00,,,,
7.721886217,1011,23,8,18,2020-12-23 05:00:00,,,,
7.721886217,1012,22,9,19,2020-12-23 06:00:00,,,,
7.721886217,1012,20,10,18,2020-12-23 07:00:00,,,,
9.721886217,1013,19,11,17,2020-12-23 08:00:00,,,,
9.721886217,1013,17,12,17,2020-12-23 09:00:00,,,,
11.72188622,1012,15,46,17,2020-12-23 10:00:00,,,,
11.72188622,1012,13,80,17,2020-12-23 11:00:00,,,,
13.72188622,1011,11,115,17,2020-12-23 12:00:00,,,,
13.72188622,1011,11,186,20,2020-12-23 13:00:00,,,,
13.72188622,1010,10,256,22,2020-12-23 14:00:00,,,,
13.72188622,1009,10,327,25,2020-12-23 15:00:00,,,,
13.72188622,1009,10,330,25,2020-12-23 16:00:00,,,,
13.72188622,1009,10,333,25,2020-12-23 17:00:00,,,,
13.72188622,1009,10,336,25,2020-12-23 18:00:00,,,,
11.72188622,1009,12,302,24,2020-12-23 19:00:00,,,,
11.72188622,1010,14,268,22,2020-12-23 20:00:00,,,,
11.72188622,1010,16,233,21,2020-12-23 21:00:00,,,,
11.72188622,1010,19,236,20,2020-12-23 22:00:00,,,,
11.72188622,1010,21,240,19,2020-12-23 23:00:00,,,,
11.72188622,1011,24,243,19,2020-12-24 00:00:00,,,,
9.721886217,1010,35,164,19,2020-12-24 01:00:00,,,,
9.721886217,1010,46,86,19,2020-12-24 02:00:00,,,,
9.721886217,1009,56,7,19,2020-12-24 03:00:00,,,,
9.721886217,1009,60,8,18,2020-12-24 04:00:00,,,,
9.721886217,1009,65,8,17,2020-12-24 05:00:00,,,,
9.721886217,1009,69,8,16,2020-12-24 06:00:00,,,,
9.721886217,1010,62,48,15,2020-12-24 07:00:00,,,,
11.72188622,1010,55,88,14,2020-12-24 08:00:00,,,,
11.72188622,1011,47,127,13,2020-12-24 09:00:00,,,,
13.72188622,1010,47,198,13,2020-12-24 10:00:00,,,,
13.72188622,1010,46,268,12,2020-12-24 11:00:00,,,,
15.72188622,1010,45,339,12,2020-12-24 12:00:00,,,,
15.72188622,1009,42,333,13,2020-12-24 13:00:00,,,,
13.72188622,1008,38,327,15,2020-12-24 14:00:00,,,,
13.72188622,1007,35,321,16,2020-12-24 15:00:00,,,,
13.72188622,1008,42,324,15,2020-12-24 16:00:00,,,,
13.72188622,1008,48,328,13,2020-12-24 17:00:00,,,,
13.72188622,1008,55,332,12,2020-12-24 18:00:00,,,,
13.72188622,1008,60,338,11,2020-12-24 19:00:00,,,,
11.72188622,1009,66,344,10,2020-12-24 20:00:00,,,,
11.72188622,1009,72,350,9,2020-12-24 21:00:00,,,,
11.72188622,1009,73,237,7,2020-12-24 22:00:00,,,,
11.72188622,1009,74,124,6,2020-12-24 23:00:00,,,,
11.72188622,1009,75,11,5,2020-12-25 00:00:00,,,,
11.72188622,1009,78,17,5,2020-12-25 01:00:00,,,,
9.721886217,1008,82,22,5,2020-12-25 02:00:00,,,,
9.721886217,1008,86,28,5,2020-12-25 03:00:00,,,,
9.721886217,1008,82,25,6,2020-12-25 04:00:00,,,,
9.721886217,1008,78,23,6,2020-12-25 05:00:00,,,,
11.72188622,1009,74,20,7,2020-12-25 06:00:00,,,,
11.72188622,1009,75,56,7,2020-12-25 07:00:00,,,,
11.72188622,1010,75,92,7,2020-12-25 08:00:00,,,,
11.72188622,1010,76,128,8,2020-12-25 09:00:00,,,,
11.72188622,1010,70,193,9,2020-12-25 10:00:00,,,,
11.72188622,1009,63,258,10,2020-12-25 11:00:00,,,,
13.72188622,1009,57,323,11,2020-12-25 12:00:00,,,,
13.72188622,1008,52,321,12,2020-12-25 13:00:00,,,,
13.72188622,1008,46,320,14,2020-12-25 14:00:00,,,,
13.72188622,1007,41,318,15,2020-12-25 15:00:00,,,,
11.72188622,1007,54,323,15,2020-12-25 16:00:00,,,,
11.72188622,1008,66,328,15,2020-12-25 17:00:00,,,,
11.72188622,1008,79,333,15,2020-12-25 18:00:00,,,,
11.72188622,1008,78,303,15,2020-12-25 19:00:00,,,,
9.721886217,1009,77,272,14,2020-12-25 20:00:00,,,,
9.721886217,1009,76,241,13,2020-12-25 21:00:00,,,,
7.721886217,1009,76,167,12,2020-12-25 22:00:00,,,,
5.721886217,1009,77,93,10,2020-12-25 23:00:00,,,,
3.721886217,1009,77,19,9,2020-12-26 00:00:00,,,,
7.721886217,1009,75,20,9,2020-12-26 01:00:00,,,,
9.721886217,1009,73,20,9,2020-12-26 02:00:00,,,,
11.72188622,1009,71,20,9,2020-12-26 03:00:00,,,,
11.72188622,1009,71,19,9,2020-12-26 04:00:00,,,,
11.72188622,1009,71,18,10,2020-12-26 05:00:00,,,,
11.72188622,1010,71,17,11,2020-12-26 06:00:00,,,,
11.72188622,1010,71,29,10,2020-12-26 07:00:00,,,,
11.72188622,1010,71,41,9,2020-12-26 08:00:00,,,,
11.72188622,1011,72,52,8,2020-12-26 09:00:00,,,,
13.72188622,1011,73,58,8,2020-12-26 10:00:00,,,,
13.72188622,1010,75,63,7,2020-12-26 11:00:00,,,,
15.72188622,1010,77,68,6,2020-12-26 12:00:00,,,,
15.72188622,1010,79,86,6,2020-12-26 13:00:00,,,,
15.72188622,1009,81,105,6,2020-12-26 14:00:00,,,,
17.72188622,1008,83,124,5,2020-12-26 15:00:00,,,,
15.72188622,1008,81,190,8,2020-12-26 16:00:00,,,,
15.72188622,1008,78,257,10,2020-12-26 17:00:00,,,,
15.72188622,1009,76,324,12,2020-12-26 18:00:00,,,,
15.72188622,1009,76,330,12,2020-12-26 19:00:00,,,,
13.72188622,1010,76,337,12,2020-12-26 20:00:00,,,,
13.72188622,1010,76,344,12,2020-12-26 21:00:00,,,,
13.72188622,1010,59,342,11,2020-12-26 22:00:00,,,,
13.72188622,1010,43,341,11,2020-12-26 23:00:00,,,,
13.72188622,1010,26,340,11,2020-12-27 00:00:00,,,,
13.72188622,1010,27,306,10,2020-12-27 01:00:00,,,,
13.72188622,1009,27,271,9,2020-12-27 02:00:00,,,,
13.72188622,1009,28,236,9,2020-12-27 03:00:00,,,,
13.72188622,1009,28,169,8,2020-12-27 04:00:00,,,,
13.72188622,1010,28,102,7,2020-12-27 05:00:00,,,,
13.72188622,1010,27,35,6,2020-12-27 06:00:00,,,,
13.72188622,1010,24,83,6,2020-12-27 07:00:00,,,,
13.72188622,1011,20,130,5,2020-12-27 08:00:00,,,,
15.72188622,1011,17,177,5,2020-12-27 09:00:00,,,,
15.72188622,1011,16,226,5,2020-12-27 10:00:00,,,,
17.72188622,1011,15,275,5,2020-12-27 11:00:00,,,,
17.72188622,1011,15,324,4,2020-12-27 12:00:00,,,,
17.72188622,1010,16,311,7,2020-12-27 13:00:00,,,,
17.72188622,1009,17,298,9,2020-12-27 14:00:00,,,,
17.72188622,1009,19,284,11,2020-12-27 15:00:00,,,,
17.72188622,1009,27,296,12,2020-12-27 16:00:00,,,,
17.72188622,1009,36,308,12,2020-12-27 17:00:00,,,,
15.72188622,1009,44,320,13,2020-12-27 18:00:00,,,,
13.72188622,1010,55,329,12,2020-12-27 19:00:00,,,,
13.72188622,1010,65,339,11,2020-12-27 20:00:00,,,,
11.72188622,1011,76,349,10,2020-12-27 21:00:00,,,,
11.72188622,1011,72,311,10,2020-12-27 22:00:00,,,,
9.721886217,1011,67,274,9,2020-12-27 23:00:00,,,,
9.721886217,1011,63,237,8,2020-12-28 00:00:00,,,,
11.72188622,1011,50,158,8,2020-12-28 01:00:00,,,,
11.72188622,1011,36,80,9,2020-12-28 02:00:00,,,,
13.72188622,1010,23,2,9,2020-12-28 03:00:00,,,,
13.72188622,1010,23,4,9,2020-12-28 04:00:00,,,,
13.72188622,1011,23,7,8,2020-12-28 05:00:00,,,,
13.72188622,1011,22,10,8,2020-12-28 06:00:00,,,,
13.72188622,1011,20,15,7,2020-12-28 07:00:00,,,,
15.72188622,1012,18,20,7,2020-12-28 08:00:00,,,,
15.72188622,1013,15,25,7,2020-12-28 09:00:00,,,,
15.72188622,1013,16,57,8,2020-12-28 10:00:00,,,,
17.72188622,1013,17,88,8,2020-12-28 11:00:00,,,,
17.72188622,1012,18,119,9,2020-12-28 12:00:00,,,,
17.72188622,1012,18,187,11,2020-12-28 13:00:00,,,,
17.72188622,1011,19,256,13,2020-12-28 14:00:00,,,,
17.72188622,1010,19,324,15,2020-12-28 15:00:00,,,,
17.72188622,1010,18,327,16,2020-12-28 16:00:00,,,,
17.72188622,1011,17,330,17,2020-12-28 17:00:00,,,,
15.72188622,1011,15,333,18,2020-12-28 18:00:00,,,,
15.72188622,1011,15,337,18,2020-12-28 19:00:00,,,,
13.72188622,1012,15,341,18,2020-12-28 20:00:00,,,,
13.72188622,1012,14,345,17,2020-12-28 21:00:00,,,,
13.72188622,1012,17,309,17,2020-12-28 22:00:00,,,,
13.72188622,1012,19,273,16,2020-12-28 23:00:00,,,,
15.72188622,1012,22,237,16,2020-12-29 00:00:00,,,,
13.72188622,1012,22,162,15,2020-12-29 01:00:00,,,,
13.72188622,1011,21,87,14,2020-12-29 02:00:00,,,,
13.72188622,1011,21,12,13,2020-12-29 03:00:00,,,,
13.72188622,1011,18,12,12,2020-12-29 04:00:00,,,,
13.72188622,1012,16,12,12,2020-12-29 05:00:00,,,,
13.72188622,1012,13,12,12,2020-12-29 06:00:00,,,,
13.72188622,1012,12,14,11,2020-12-29 07:00:00,,,,
15.72188622,1013,11,16,10,2020-12-29 08:00:00,,,,
15.72188622,1013,10,17,9,2020-12-29 09:00:00,,,,
17.72188622,1013,9,51,9,2020-12-29 10:00:00,,,,
17.72188622,1013,8,84,9,2020-12-29 11:00:00,,,,
19.72188622,1013,7,118,9,2020-12-29 12:00:00,,,,
19.72188622,1012,6,189,12,2020-12-29 13:00:00,,,,
19.72188622,1011,6,260,15,2020-12-29 14:00:00,,,,
19.72188622,1010,5,332,17,2020-12-29 15:00:00,,,,
17.72188622,1010,6,333,18,2020-12-29 16:00:00,,,,
17.72188622,1010,6,334,19,2020-12-29 17:00:00,,,,
17.72188622,1010,6,335,20,2020-12-29 18:00:00,,,,
15.72188622,1011,6,299,19,2020-12-29 19:00:00,,,,
13.72188622,1011,7,263,19,2020-12-29 20:00:00,,,,
13.72188622,1012,7,227,19,2020-12-29 21:00:00,,,,
11.72188622,1012,7,192,17,2020-12-29 22:00:00,,,,
11.72188622,1012,7,157,14,2020-12-29 23:00:00,,,,
11.72188622,1012,7,122,12,2020-12-30 00:00:00,,,,
11.72188622,1012,7,164,12,2020-12-30 01:00:00,,,,
13.72188622,1012,7,207,12,2020-12-30 02:00:00,,,,
15.72188622,1011,7,249,12,2020-12-30 03:00:00,,,,
15.72188622,1011,7,175,12,2020-12-30 04:00:00,,,,
15.72188622,1012,6,102,11,2020-12-30 05:00:00,,,,
15.72188622,1012,6,28,10,2020-12-30 06:00:00,,,,
15.72188622,1012,6,27,10,2020-12-30 07:00:00,,,,
15.72188622,1013,6,25,10,2020-12-30 08:00:00,,,,
